game_id,data_set,date,a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,period,away_score,home_score,remaining_time,elapsed,play_length,play_id,team,event_type,assist,away,home,block,entered,left,num,opponent,outof,player,points,possession,reason,result,steal,type,shot_distance,original_x,original_y,converted_x,converted_y,description,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Carmelo Anthony,Steven Adams,Russell Westbrook,Alex Abrines,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,17,16,0:04:58,0:07:02,0:00:00,93,OKC,free throw,,,,,,,2,,2,Steven Adams,1,,,made,,Free Throw 2 of 2,,,,,,Adams Free Throw 2 of 2 (6 PTS),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Steven Adams,Russell Westbrook,Alex Abrines,Jerami Grant,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,17,16,0:04:58,0:07:02,0:00:00,100,OKC,sub,,,,,Jerami Grant,Carmelo Anthony,,,,Carmelo Anthony,,,,,,sub,,,,,,SUB: Grant FOR Anthony,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Steven Adams,Russell Westbrook,Alex Abrines,Jerami Grant,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,17,16,0:04:44,0:07:16,0:00:14,94,MIN,miss,,,,,,,,,,Karl-Anthony Towns,0,,,missed,,Turnaround Hook Shot,7,67,15,31.7,87.5,MISS Towns 7' Turnaround Hook Shot,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Steven Adams,Russell Westbrook,Alex Abrines,Jerami Grant,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,17,16,0:04:44,0:07:16,0:00:00,95,,rebound,,,,,,,,,,,,,,,,team rebound,,,,,,Thunder Rebound,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Steven Adams,Russell Westbrook,Alex Abrines,Jerami Grant,Andrew Wiggins,Taj Gibson,Karl-Anthony Towns,Jimmy Butler,Jeff Teague,1,17,16,0:04:44,0:07:16,0:00:00,96,MIN,foul,,,,,,,,Steven Adams,,Taj Gibson,,,l.b.foul,,,l.b.foul,,,,,,Gibson L.B.FOUL (P1.T3) (K.Mauer),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Steven Adams,Russell Westbrook,Alex Abrines,Jerami Grant,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,17,16,0:04:44,0:07:16,0:00:00,102,MIN,sub,,,,,Gorgui Dieng,Karl-Anthony Towns,,,,Karl-Anthony Towns,,,,,,sub,,,,,,SUB: Dieng FOR Towns,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Steven Adams,Russell Westbrook,Alex Abrines,Jerami Grant,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,17,16,0:04:36,0:07:24,0:00:08,103,MIN,foul,,,,,,,,Alex Abrines,,Jeff Teague,,,p.foul,,,p.foul,,,,,,Teague P.FOUL (P2.T4) (T.Brown),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Steven Adams,Russell Westbrook,Alex Abrines,Jerami Grant,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,19,16,0:04:26,0:07:34,0:00:10,105,OKC,shot,,,,,,,,,,Paul George,2,,,made,,Jump Shot,8,0,80,25,13,George 8' Jump Shot (7 PTS),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Steven Adams,Russell Westbrook,Alex Abrines,Jerami Grant,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,19,16,0:04:16,0:07:44,0:00:10,106,OKC,foul,,,,,,,,Andrew Wiggins,,Alex Abrines,,,p.foul,,,p.foul,,,,,,Abrines P.FOUL (P1.T3) (T.Brown),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Steven Adams,Russell Westbrook,Alex Abrines,Jerami Grant,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,19,18,0:04:06,0:07:54,0:00:10,108,MIN,shot,Andrew Wiggins,,,,,,,,,Taj Gibson,2,,,made,,Jump Shot,9,17,85,26.7,80.5,Gibson 9' Jump Shot (6 PTS) (Wiggins 1 AST),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Steven Adams,Russell Westbrook,Alex Abrines,Jerami Grant,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,19,18,0:03:52,0:08:08,0:00:14,110,OKC,miss,,,,,,,,,,Jerami Grant,0,,,missed,,Jump Shot,17,81,154,16.9,20.4,MISS Grant 17' Jump Shot,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Steven Adams,Russell Westbrook,Alex Abrines,Jerami Grant,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,19,18,0:03:49,0:08:11,0:00:03,111,MIN,rebound,,,,,,,,,,Jeff Teague,,,,,,rebound defensive,,,,,,Teague REBOUND (Off:1 Def:1),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Steven Adams,Russell Westbrook,Alex Abrines,Jerami Grant,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,19,18,0:03:44,0:08:16,0:00:05,112,MIN,turnover,,,,,,,,,,Jeff Teague,,,bad pass ,,Paul George,bad pass ,,,,,,"George STEAL (1 STL), Teague Bad Pass Turnover (P2.T3)",,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Steven Adams,Russell Westbrook,Alex Abrines,Jerami Grant,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,19,18,0:03:43,0:08:17,0:00:01,116,MIN,foul,,,,,,,,Paul George,,Gorgui Dieng,,,p.foul,,,p.foul,,,,,,Dieng P.FOUL (P1.PN) (K.Mauer),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Steven Adams,Russell Westbrook,Alex Abrines,Jerami Grant,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,20,18,0:03:43,0:08:17,0:00:00,118,OKC,free throw,,,,,,,1,,2,Paul George,1,,,made,,Free Throw 1 of 2,,,,,,George Free Throw 1 of 2 (8 PTS),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Steven Adams,Russell Westbrook,Alex Abrines,Jerami Grant,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,21,18,0:03:43,0:08:17,0:00:00,119,OKC,free throw,,,,,,,2,,2,Paul George,1,,,made,,Free Throw 2 of 2,,,,,,George Free Throw 2 of 2 (9 PTS),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Steven Adams,Russell Westbrook,Alex Abrines,Jerami Grant,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,21,18,0:03:20,0:08:40,0:00:23,121,MIN,turnover,,,,,,,,,,Jeff Teague,,,lost ball ,,Russell Westbrook,lost ball ,,,,,,"Westbrook STEAL (2 STL), Teague Lost Ball Turnover (P3.T4)",,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Steven Adams,Russell Westbrook,Alex Abrines,Jerami Grant,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,23,18,0:03:15,0:08:45,0:00:05,123,OKC,shot,,,,,,,,,,Russell Westbrook,2,,,made,,Running Layup,1,-9,4,25.9,5.4,Westbrook 1' Running Layup (2 PTS),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Steven Adams,Russell Westbrook,Alex Abrines,Jerami Grant,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,23,20,0:02:57,0:09:03,0:00:18,124,MIN,shot,,,,,,,,,,Andrew Wiggins,2,,,made,,Jump Shot,14,-103,92,14.7,79.8,Wiggins 14' Jump Shot (5 PTS),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Steven Adams,Russell Westbrook,Alex Abrines,Jerami Grant,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,23,20,0:02:43,0:09:17,0:00:14,125,OKC,turnover,,,,,,,,,,Russell Westbrook,,,bad pass ,,Andrew Wiggins,bad pass ,,,,,,"Westbrook Bad Pass Turnover (P2.T3), Wiggins STEAL (1 STL)",,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Steven Adams,Russell Westbrook,Alex Abrines,Jerami Grant,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,23,20,0:02:35,0:09:25,0:00:08,127,OKC,foul,,,,,,,,Gorgui Dieng,,Steven Adams,,,s.foul,,,s.foul,,,,,,Adams S.FOUL (P1.T4) (J.Van Duyne),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Steven Adams,Russell Westbrook,Alex Abrines,Jerami Grant,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,23,20,0:02:35,0:09:25,0:00:00,129,,timeout,,,,,,,,,,,,,,,, timeout: regular,,,,,,Thunder Timeout: Regular (Reg.1 Short 0),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Steven Adams,Alex Abrines,Jerami Grant,Raymond Felton,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,23,20,0:02:35,0:09:25,0:00:00,132,OKC,sub,,,,,Raymond Felton,Russell Westbrook,,,,Russell Westbrook,,,,,,sub,,,,,,SUB: Felton FOR Westbrook,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Alex Abrines,Jerami Grant,Raymond Felton,Patrick Patterson,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,23,20,0:02:35,0:09:25,0:00:00,133,OKC,sub,,,,,Patrick Patterson,Steven Adams,,,,Steven Adams,,,,,,sub,,,,,,SUB: Patterson FOR Adams,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Alex Abrines,Jerami Grant,Raymond Felton,Patrick Patterson,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,23,21,0:02:35,0:09:25,0:00:00,134,MIN,free throw,,,,,,,1,,2,Gorgui Dieng,1,,,made,,Free Throw 1 of 2,,,,,,Dieng Free Throw 1 of 2 (1 PTS),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Alex Abrines,Jerami Grant,Raymond Felton,Patrick Patterson,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,23,22,0:02:35,0:09:25,0:00:00,135,MIN,free throw,,,,,,,2,,2,Gorgui Dieng,1,,,made,,Free Throw 2 of 2,,,,,,Dieng Free Throw 2 of 2 (2 PTS),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Alex Abrines,Jerami Grant,Raymond Felton,Patrick Patterson,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,26,22,0:02:24,0:09:36,0:00:11,136,OKC,shot,Jerami Grant,,,,,,,,,Paul George,3,,,made,,Jump Shot,24,233,62,1.7,11.2,George 24' 3PT Jump Shot (12 PTS) (Grant 1 AST),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Alex Abrines,Jerami Grant,Raymond Felton,Patrick Patterson,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,26,22,0:02:05,0:09:55,0:00:19,138,MIN,miss,,,,,,,,,,Andrew Wiggins,0,,,missed,,Jump Shot,24,-230,50,2,84,MISS Wiggins 24' 3PT Jump Shot,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Alex Abrines,Jerami Grant,Raymond Felton,Patrick Patterson,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,26,22,0:02:02,0:09:58,0:00:03,139,OKC,rebound,,,,,,,,,,Patrick Patterson,,,,,,rebound defensive,,,,,,Patterson REBOUND (Off:0 Def:1),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Alex Abrines,Jerami Grant,Raymond Felton,Patrick Patterson,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,29,22,0:01:46,0:10:14,0:00:16,140,OKC,shot,Paul George,,,,,,,,,Raymond Felton,3,,,made,,Jump Shot,26,-92,238,34.2,28.8,Felton 26' 3PT Jump Shot (3 PTS) (George 1 AST),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Alex Abrines,Jerami Grant,Raymond Felton,Patrick Patterson,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,29,22,0:01:40,0:10:20,0:00:06,142,OKC,foul,,,,,,,,Jimmy Butler,,Alex Abrines,,,p.foul,,,p.foul,,,,,,Abrines P.FOUL (P2.PN) (T.Brown),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Alex Abrines,Jerami Grant,Raymond Felton,Patrick Patterson,Andrew Wiggins,Taj Gibson,Jimmy Butler,Jeff Teague,Gorgui Dieng,1,29,23,0:01:40,0:10:20,0:00:00,144,MIN,free throw,,,,,,,1,,2,Jimmy Butler,1,,,made,,Free Throw 1 of 2,,,,,,Butler Free Throw 1 of 2 (3 PTS),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Alex Abrines,Jerami Grant,Raymond Felton,Patrick Patterson,Andrew Wiggins,Taj Gibson,Jimmy Butler,Gorgui Dieng,Tyus Jones,1,29,23,0:01:40,0:10:20,0:00:00,146,MIN,sub,,,,,Tyus Jones,Jeff Teague,,,,Jeff Teague,,,,,,sub,,,,,,SUB: Jones FOR Teague,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Alex Abrines,Jerami Grant,Raymond Felton,Patrick Patterson,Andrew Wiggins,Taj Gibson,Jimmy Butler,Gorgui Dieng,Tyus Jones,1,29,24,0:01:40,0:10:20,0:00:00,147,MIN,free throw,,,,,,,2,,2,Jimmy Butler,1,,,made,,Free Throw 2 of 2,,,,,,Butler Free Throw 2 of 2 (4 PTS),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Alex Abrines,Jerami Grant,Raymond Felton,Patrick Patterson,Andrew Wiggins,Taj Gibson,Jimmy Butler,Gorgui Dieng,Tyus Jones,1,31,24,0:01:25,0:10:35,0:00:15,148,OKC,shot,,,,,,,,,,Jerami Grant,2,,,made,,unknown,0,3,4,24.7,5.4,Grant 1' Driving Dunk (2 PTS),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Alex Abrines,Jerami Grant,Raymond Felton,Patrick Patterson,Andrew Wiggins,Taj Gibson,Jimmy Butler,Gorgui Dieng,Tyus Jones,1,31,26,0:00:58,0:11:02,0:00:27,149,MIN,shot,,,,,,,,,,Jimmy Butler,2,,,made,,Fadeaway Jumper,14,-141,-8,10.9,89.8,Butler 14' Fadeaway Jumper (6 PTS),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Alex Abrines,Jerami Grant,Raymond Felton,Patrick Patterson,Andrew Wiggins,Taj Gibson,Jimmy Butler,Gorgui Dieng,Tyus Jones,1,31,26,0:00:48,0:11:12,0:00:10,150,OKC,miss,,,,,,,,,,Alex Abrines,0,,,missed,,Jump Shot,26,-110,231,36,28.1,MISS Abrines 26' 3PT Jump Shot,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Alex Abrines,Jerami Grant,Raymond Felton,Patrick Patterson,Andrew Wiggins,Taj Gibson,Jimmy Butler,Gorgui Dieng,Tyus Jones,1,31,26,0:00:45,0:11:15,0:00:03,151,MIN,rebound,,,,,,,,,,Andrew Wiggins,,,,,,rebound defensive,,,,,,Wiggins REBOUND (Off:0 Def:1),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Alex Abrines,Jerami Grant,Raymond Felton,Patrick Patterson,Andrew Wiggins,Taj Gibson,Jimmy Butler,Gorgui Dieng,Tyus Jones,1,31,26,0:00:36,0:11:24,0:00:09,152,MIN,miss,,,,,,,,,,Andrew Wiggins,0,,,missed,,Running Jump Shot,6,1,55,25.1,83.5,MISS Wiggins 6' Running Jump Shot,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Alex Abrines,Jerami Grant,Raymond Felton,Patrick Patterson,Andrew Wiggins,Taj Gibson,Jimmy Butler,Gorgui Dieng,Tyus Jones,1,31,26,0:00:34,0:11:26,0:00:02,153,OKC,rebound,,,,,,,,,,Jerami Grant,,,,,,rebound defensive,,,,,,Grant REBOUND (Off:0 Def:1),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Alex Abrines,Jerami Grant,Raymond Felton,Patrick Patterson,Andrew Wiggins,Taj Gibson,Jimmy Butler,Gorgui Dieng,Tyus Jones,1,31,26,0:00:34,0:11:26,0:00:00,154,MIN,foul,,,,,,,,Jerami Grant,,Taj Gibson,,,p.foul,,,p.foul,,,,,,Gibson P.FOUL (P2.PN) (J.Van Duyne),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Alex Abrines,Jerami Grant,Raymond Felton,Patrick Patterson,Andrew Wiggins,Taj Gibson,Jimmy Butler,Gorgui Dieng,Tyus Jones,1,32,26,0:00:34,0:11:26,0:00:00,156,OKC,free throw,,,,,,,1,,2,Jerami Grant,1,,,made,,Free Throw 1 of 2,,,,,,Grant Free Throw 1 of 2 (3 PTS),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Alex Abrines,Jerami Grant,Raymond Felton,Patrick Patterson,Andrew Wiggins,Taj Gibson,Gorgui Dieng,Tyus Jones,Jamal Crawford,1,32,26,0:00:34,0:11:26,0:00:00,160,MIN,sub,,,,,Jamal Crawford,Jimmy Butler,,,,Jimmy Butler,,,,,,sub,,,,,,SUB: Crawford FOR Butler,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Alex Abrines,Jerami Grant,Raymond Felton,Patrick Patterson,Andrew Wiggins,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,1,32,26,0:00:34,0:11:26,0:00:00,161,MIN,sub,,,,,Nemanja Bjelica,Taj Gibson,,,,Taj Gibson,,,,,,sub,,,,,,SUB: Bjelica FOR Gibson,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Jerami Grant,Raymond Felton,Patrick Patterson,Josh Huestis,Andrew Wiggins,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,1,32,26,0:00:34,0:11:26,0:00:00,162,OKC,sub,,,,,Josh Huestis,Alex Abrines,,,,Alex Abrines,,,,,,sub,,,,,,SUB: Huestis FOR Abrines,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Jerami Grant,Raymond Felton,Patrick Patterson,Josh Huestis,Andrew Wiggins,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,1,33,26,0:00:34,0:11:26,0:00:00,163,OKC,free throw,,,,,,,2,,2,Jerami Grant,1,,,made,,Free Throw 2 of 2,,,,,,Grant Free Throw 2 of 2 (4 PTS),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Jerami Grant,Raymond Felton,Patrick Patterson,Josh Huestis,Andrew Wiggins,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,1,33,26,0:00:24,0:11:36,0:00:10,164,MIN,turnover,,,,,,,,,,Tyus Jones,,,bad pass ,,Jerami Grant,bad pass ,,,,,,"Grant STEAL (1 STL), Jones Bad Pass Turnover (P1.T5)",,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Jerami Grant,Raymond Felton,Patrick Patterson,Josh Huestis,Andrew Wiggins,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,1,33,26,0:00:02,0:11:58,0:00:22,166,OKC,miss,,,,,,,,,,Patrick Patterson,0,,,missed,,Jump Shot,23,232,1,1.8,5.1,MISS Patterson  3PT Jump Shot,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Jerami Grant,Raymond Felton,Patrick Patterson,Josh Huestis,Andrew Wiggins,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,1,33,26,0:00:02,0:11:58,0:00:00,167,MIN,rebound,,,,,,,,,,Tyus Jones,,,,,,rebound defensive,,,,,,Jones REBOUND (Off:0 Def:1),,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Jerami Grant,Raymond Felton,Patrick Patterson,Josh Huestis,Andrew Wiggins,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,1,33,26,0:00:00,0:12:00,0:00:02,168,MIN,miss,,,,,,,,,,Tyus Jones,0,,,missed,,Jump Shot,66,9,662,25.9,22.8,MISS Jones 66' 3PT Jump Shot,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Jerami Grant,Raymond Felton,Patrick Patterson,Josh Huestis,Andrew Wiggins,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,1,33,26,0:00:00,0:12:00,0:00:00,169,,rebound,,,,,,,,,,,,,,,,team rebound,,,,,,TIMBERWOLVES Rebound,,
0021700074,2017-2018 Regular Season,10/27/2017,Paul George,Jerami Grant,Raymond Felton,Patrick Patterson,Josh Huestis,Andrew Wiggins,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,1,33,26,0:00:00,0:12:00,0:00:00,170,,end of period,,,,,,,,,,,,,,,,end of period,,,,,,,,
0021700074,2017-2018 Regular Season,10/27/2017,Carmelo Anthony,Raymond Felton,Patrick Patterson,Josh Huestis,Terrance Ferguson,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,Shabazz Muhammad,2,33,26,0:12:00,0:00:00,00:-12:00,177,,start of period,,,,,,,,,,,,,,,,start of period,,,,,,,,
0021700074,2017-2018 Regular Season,10/27/2017,Carmelo Anthony,Raymond Felton,Patrick Patterson,Josh Huestis,Terrance Ferguson,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,Shabazz Muhammad,2,33,26,0:11:37,0:00:23,0:00:23,178,MIN,miss,,,,,,,,,,Jamal Crawford,0,,,missed,,Jump Shot,28,101,262,35.1,62.8,MISS Crawford 28' 3PT Jump Shot,,
0021700074,2017-2018 Regular Season,10/27/2017,Carmelo Anthony,Raymond Felton,Patrick Patterson,Josh Huestis,Terrance Ferguson,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,Shabazz Muhammad,2,33,26,0:11:34,0:00:26,0:00:03,179,OKC,rebound,,,,,,,,,,Josh Huestis,,,,,,rebound defensive,,,,,,Huestis REBOUND (Off:0 Def:1),,
0021700074,2017-2018 Regular Season,10/27/2017,Carmelo Anthony,Raymond Felton,Patrick Patterson,Josh Huestis,Terrance Ferguson,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,Shabazz Muhammad,2,33,26,0:11:22,0:00:38,0:00:12,180,MIN,foul,,,,,,,,Carmelo Anthony,,Shabazz Muhammad,,,p.foul,,,p.foul,,,,,,Muhammad P.FOUL (P1.T1) (J.Van Duyne),,
0021700074,2017-2018 Regular Season,10/27/2017,Carmelo Anthony,Raymond Felton,Patrick Patterson,Josh Huestis,Terrance Ferguson,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,Shabazz Muhammad,2,33,26,0:11:13,0:00:47,0:00:09,182,OKC,miss,,,,,,,,,,Carmelo Anthony,0,,,missed,,Jump Shot,18,-126,131,37.6,18.1,MISS Anthony 18' Jump Shot,,
0021700074,2017-2018 Regular Season,10/27/2017,Carmelo Anthony,Raymond Felton,Patrick Patterson,Josh Huestis,Terrance Ferguson,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,Shabazz Muhammad,2,33,26,0:11:12,0:00:48,0:00:01,183,,rebound,,,,,,,,,,,,,,,,team rebound,,,,,,TIMBERWOLVES Rebound,,
0021700074,2017-2018 Regular Season,10/27/2017,Carmelo Anthony,Raymond Felton,Patrick Patterson,Josh Huestis,Terrance Ferguson,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,Shabazz Muhammad,2,33,26,0:11:12,0:00:48,0:00:00,184,OKC,foul,,,,,,,,Nemanja Bjelica,,Josh Huestis,,,l.b.foul,,,l.b.foul,,,,,,Huestis L.B.FOUL (P1.T1) (K.Mauer),,
0021700074,2017-2018 Regular Season,10/27/2017,Carmelo Anthony,Raymond Felton,Patrick Patterson,Josh Huestis,Terrance Ferguson,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,Shabazz Muhammad,2,33,26,0:10:53,0:01:07,0:00:19,186,MIN,miss,,,,Josh Huestis,,,,,,Shabazz Muhammad,0,,,missed,,Turnaround Jump Shot,7,-62,27,18.8,86.3,"Huestis BLOCK (1 BLK), MISS Muhammad 7' Turnaround Jump Shot",,
0021700074,2017-2018 Regular Season,10/27/2017,Carmelo Anthony,Raymond Felton,Patrick Patterson,Josh Huestis,Terrance Ferguson,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,Shabazz Muhammad,2,33,26,0:10:49,0:01:11,0:00:04,188,OKC,rebound,,,,,,,,,,Raymond Felton,,,,,,rebound defensive,,,,,,Felton REBOUND (Off:0 Def:1),,
0021700074,2017-2018 Regular Season,10/27/2017,Carmelo Anthony,Raymond Felton,Patrick Patterson,Josh Huestis,Terrance Ferguson,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,Shabazz Muhammad,2,33,26,0:10:41,0:01:19,0:00:08,189,OKC,miss,,,,,,,,,,Josh Huestis,0,,,missed,,Layup,3,6,31,24.4,8.1,MISS Huestis 3' Layup,,
0021700074,2017-2018 Regular Season,10/27/2017,Carmelo Anthony,Raymond Felton,Patrick Patterson,Josh Huestis,Terrance Ferguson,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,Shabazz Muhammad,2,33,26,0:10:38,0:01:22,0:00:03,190,MIN,rebound,,,,,,,,,,Nemanja Bjelica,,,,,,rebound defensive,,,,,,Bjelica REBOUND (Off:0 Def:1),,
0021700074,2017-2018 Regular Season,10/27/2017,Carmelo Anthony,Raymond Felton,Patrick Patterson,Josh Huestis,Terrance Ferguson,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,Shabazz Muhammad,2,33,26,0:10:23,0:01:37,0:00:15,191,MIN,turnover,,,,,,,,,,Tyus Jones,,,lost ball ,,Terrance Ferguson,lost ball ,,,,,,"Ferguson STEAL (1 STL), Jones Lost Ball Turnover (P2.T6)",,
0021700074,2017-2018 Regular Season,10/27/2017,Carmelo Anthony,Raymond Felton,Patrick Patterson,Josh Huestis,Terrance Ferguson,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,Shabazz Muhammad,2,33,26,0:10:17,0:01:43,0:00:06,193,OKC,miss,,,,,,,,,,Terrance Ferguson,0,,,missed,,Jump Shot,26,134,220,11.6,27,MISS Ferguson 26' 3PT Jump Shot,,
0021700074,2017-2018 Regular Season,10/27/2017,Carmelo Anthony,Raymond Felton,Patrick Patterson,Josh Huestis,Terrance Ferguson,Gorgui Dieng,Tyus Jones,Jamal Crawford,Nemanja Bjelica,Shabazz Muhammad,2,33,26,0:10:14,0:01:46,0:00:03,194,,rebound,,,,,,,,,,,,,,,,team rebound,,,,,,TIMBERWOLVES Rebound,,
